IID,QT
1000111,-11.9025290067058
1000112,11.3466030839519
1000113,-16.4253105020715
1000114,-13.1028789461445
1000115,13.2233836265228
1000116,-14.9246024866865
1000117,-21.704447005675
1000118,3.86967709897634
1000119,-16.53507374283
1000120,23.8630944352522
1000121,-7.37907429706621
1000122,-30.2182640612592
1000123,1.30767982919461
1000124,-28.0500299833288
1000125,8.6098087413313
1000126,-23.8026198280594
1000127,-1.85443709860604
1000128,0.589819820649291
1000129,1.18577358975052
1000130,-1.65909054563639
1000131,-13.0216096579718
1000132,-19.537139644773
1000133,-8.7580587799001
1000134,27.1218302879466
1000135,-14.4029275821847
1000136,23.8866021461117
1000137,1.822928696951
1000138,-15.5471778643476
1000139,-2.94284810195176
1000140,-6.75986182237488
1000141,-11.666362522415
1000142,-15.3882228837438
1000143,6.91630497380546
1000144,23.2026373790305
1000145,3.51678908398998
1000146,-35.0728681548269
1000147,13.6582483175849
1000148,-1.9088051907012
1000149,0.242914569780763
1000150,22.2385404136831
1000151,11.8820859632125
1000152,-12.512743406491
1000153,-43.9561833044415
1000154,-17.4735510526874
1000155,-5.98059675305003
1000156,-29.2079874562909
1000157,-13.1855695513292
1000158,-14.3956735556183
1000159,5.49126135851862
1000160,-8.45293097536435
1000161,-19.5097457805073
1000162,5.02372224985248
1000163,-13.3150637314392
1000164,-28.4239933914153
1000165,4.87295515435099
1000166,12.6519604391488
1000167,-11.4785635370774
1000168,-8.04892776190522
1000169,-17.7053091856719
1000170,-17.4252533921027
1000171,15.0938843611804
1000172,-15.0242825807424
1000173,-0.591910079818645
1000174,-4.00422817363918
1000175,4.10703905821936
1000176,7.48837060425305
1000177,-35.8234655430719
1000178,-6.37767686169075
1000179,-28.1883034655459
1000180,1.65824442634971
1000181,-8.58887987319017
1000182,-17.7649973349021
1000183,24.7194107892349
1000184,-39.5722149724877
1000185,-13.4435707390978
1000186,-9.39729583900959
1000187,-3.62480653867151
1000188,-12.1987618296191
1000189,-21.5737915229901
1000190,-15.798076813224
1000191,18.4170893511692
1000192,-27.6516965283607
1000193,13.6723112227548
1000194,-0.891578009548577
1000195,-19.3624618383969
1000196,-24.2041974294629
1000197,-13.0930814269416
1000198,-3.39507241655167
1000199,-8.90623808460135
1000200,8.71108135298195
1000201,-30.9888336815217
1000202,-27.331001064593
1000203,9.44318769497051
1000204,-1.97652917952127
1000205,-14.6146891823407
1000206,-11.8925916447587
1000207,4.05913668103713
1000208,-2.74434262989565
1000209,-17.978533014442
1000210,-26.1665039768034
1000211,-5.30889275023312
1000212,-12.3762639287931
1000213,-19.7684826260233
1000214,-0.246181265296754
1000215,-3.79645546701037
1000216,30.4688959087885
1000217,-10.0191996176462
1000218,-16.2290786911189
1000219,-22.0622024359062
1000220,-32.9043073893339
1000221,0.177758305331536
1000222,-21.3321607114643
1000223,-3.56260544220682
1000224,1.76938625626403
1000225,-17.427983503318
1000226,-18.2643518161456
1000227,5.0706722514855
1000228,5.15609833773168
1000229,-25.1615599031258
1000230,0.549785212461749
1000231,-7.44592768401623
1000232,-20.0358053357896
1000233,-4.58009750858639
1000234,-8.68762020981071
1000235,5.16578319128057
1000236,-7.81736150161982
1000237,0.421642106899883
1000238,10.6378779350578
1000239,5.64940198786629
1000240,4.14340430323549
1000241,-13.2720062673946
1000242,-13.4554717884336
1000243,-15.1177659886415
1000244,-46.0828616671907
1000245,-5.21777258173165
1000246,1.03055077529342
1000247,17.9258382165449
1000248,-8.92650207430282
1000249,-7.64835379311158
1000250,-25.2434682902929
1000251,0.639197463179092
1000252,12.2918078682172
1000253,-22.2312947326631
1000254,-7.8759279996489
1000255,-2.3397076338949
1000256,-34.1154826755446
1000257,-34.8382198758316
1000258,2.2612985739303
1000259,-15.5237759441278
1000260,-14.2166233039181
1000261,-9.91571969196329
1000262,16.7785910901264
1000263,10.8605695644218
1000264,-0.348012279544681
1000265,-4.36412386880289
1000266,-8.56931968615025
1000267,-17.1737508611051
1000268,14.292051961003
1000269,1.93263025424876
1000270,12.4031888403987
1000271,3.84330613975555
1000272,17.7321008526541
1000273,-15.002239297642
1000274,-11.1203640150796
1000275,10.1630353679912
1000276,-8.49617321513422
1000277,-5.15159760539025
1000278,-2.20317256126857
1000279,-32.5547256860279
1000280,-11.2878022208683
1000281,-11.7709637032458
1000282,-9.83693565245832
1000283,-8.70832327656003
1000284,11.9318329022096
1000285,2.73908798637851
1000286,-22.8442980828842
1000287,-17.6566784659211
1000288,-5.09050161467444
1000289,5.39021050888453
1000290,-5.29105132332623
1000291,-14.4975531010727
1000292,3.55383690399126
1000293,-12.2431317268254
1000294,-6.59492944625172
1000295,-16.3119524950221
1000296,-16.3852809849537
1000297,-20.0300844081082
1000298,-22.6717247582319
1000299,5.7678746028704
1000300,-9.70619744929328
1000301,-19.2808464805777
1000302,-11.9834618274212
1000303,4.20083937067019
1000304,-16.3378580770536
1000305,-5.87273055583159
1000306,15.1943135524468
1000307,-39.7801431005103
1000308,-31.8981660691851
1000309,-11.4538470613291
1000310,-0.915674002666073
1000311,4.19710511980372
1000312,-12.4587335369917
1000313,-7.21834859513624
1000314,-26.5670680118831
1000315,-9.51940494205796
1000316,16.6827211359365
1000317,-16.9935691327923
1000318,1.1531497024462
1000319,-13.8581131879385
1000320,-0.646814425281627
1000321,0.252520558644829
1000322,-8.7846372807214
1000323,-8.82600856911634
1000324,7.50676086316109
1000325,4.82299719470575
1000326,8.86018405523676
1000327,-14.420279892742
1000328,-10.5570432001267
1000329,-0.76038217069652
1000330,0.492943768129312
1000331,-9.69283074809676
1000332,-22.8887484568574
1000333,-5.63084274175005
1000334,-36.9935230480711
1000335,-9.2770135334066
1000336,-20.2753198808039
1000337,-8.5182908712519
1000338,-0.0488403594419511
1000339,-13.5235945385828
1000340,11.5941249226693
1000341,4.51506219360122
1000342,12.2579545597291
1000343,17.102216403766
1000344,-1.30871988798376
1000345,-4.38939484782085
1000346,-17.2657350992649
1000347,-4.31374147287294
1000348,-53.4237712691676
1000349,1.37159254068712
1000350,-29.0587362260899
1000351,1.07768621655014
1000352,-9.65946779843006
1000353,0.979961675942576
1000354,10.0464714354816
1000355,-0.0724172846420983
1000356,6.60470300977102
1000357,17.8103589391529
1000358,-11.8968698744386
1000359,-28.8878320704417
1000360,-6.72803950874924
1000361,3.35636501346601
1000362,1.49606374367845
1000363,5.23968547093639
1000364,-5.92942690524658
1000365,3.53026811181399
1000366,-6.99766072082287
1000367,4.839983040794
1000368,-4.17568717014414
1000369,-20.842936376168
1000370,-2.75960204578234
1000371,2.43891398354551
1000372,-8.4564280627058
1000373,4.36705899642219
1000374,4.69899789710603
1000375,5.81681172601329
1000376,-7.96061770728265
1000377,-7.2192383737444
1000378,-0.547071852982317
1000379,-3.84905599502798
1000380,-3.24899481175672
1000381,-1.88689120833972
1000382,-2.41737294794653
1000383,-10.56671152515
1000384,-3.1078753881427
1000385,3.81955966526482
1000386,-8.65198404415402
1000387,0.606536004952524
1000388,3.92240915950791
1000389,0.982079196937621
1000390,-13.6735748319175
1000391,-16.1546733798617
1000392,-19.749048191809
1000393,-4.66724618244646
1000394,4.93462559986377
1000395,-14.1382371598393
1000396,-3.4396071018002
1000397,2.00945148669976
1000398,-5.11393393025938
1000399,-16.7553649505177
1000400,-23.0311472943425
1000401,12.3318557444327
1000402,20.7382531542318
1000403,6.56903277798375
1000404,-11.8690300020489
1000405,-10.807441419005
1000406,17.2660702742807
1000407,-10.6580677804209
1000408,-16.7349040728501
1000409,13.9350475385462
1000410,-6.84653876682472
1000411,-5.00592461351798
1000412,16.9107075376781
1000413,1.96805331513006
1000414,-24.6542421122407
1000415,20.538891953954
1000416,-18.617703031366
1000417,-26.6570604387376
1000418,-4.7046010518902
1000419,12.8774633954855
1000420,-18.4985491907223
1000421,-5.01252421799501
1000422,36.6945137794465
1000423,-17.6382047435777
1000424,-0.968765381581808
1000425,-7.48203249384845
1000426,17.0314506626607
1000427,-2.76775966161217
1000428,12.330924003915
1000429,-23.2531534066729
1000430,22.1965842942886
1000431,-19.3476383611501
1000432,-10.2547426985701
1000433,5.79089519857996
1000434,12.029179894383
1000435,-14.7445244018802
1000436,-22.5319568034055
1000437,-10.3919893606176
1000438,-20.9419397821654
1000439,6.29898110696952
1000440,-19.8148440271747
1000441,0.406901893164866
1000442,0.306472670819879
1000443,-13.749053496306
1000444,-26.0591719906876
1000445,-9.89975108892857
1000446,3.13216644038141
1000447,14.2293878546804
1000448,-7.70007678026872
1000449,-16.4591556142807
1000450,-0.468469160393682
1000451,-18.9841450704242
1000452,-2.99762896899482
1000453,-24.7295673468619
1000454,-23.79437749355
1000455,-14.822968555818
1000456,-27.2065105479552
1000457,3.60164243451233
1000458,5.56950183197328
1000459,2.03054502713569
1000460,-12.0320555675272
1000461,14.0672714661974
1000462,-21.7324029458423
1000463,-11.6962958512404
1000464,14.0731620557027
1000465,-17.0128080079265
1000466,-11.5667553214449
1000467,-10.5317491820848
1000468,-18.9977052495625
1000469,-15.9225720564841
1000470,-18.4391468537003
1000471,3.61820414284903
1000472,-5.78976677615211
1000473,4.79995912537719
1000474,-6.15309822029553
1000475,-10.3432688497398
1000476,-29.4650553730625
1000477,-7.83683735307965
1000478,7.68914029090703
1000479,-6.4881693335772
1000480,-25.8204964585485
1000481,4.06232254135496
1000482,-1.33417887292068
1000483,-21.7641787363668
1000484,-4.68105723037876
1000485,11.459295625682
1000486,-17.0539818984624
1000487,-15.4739218063331
1000488,-38.3707587976119
1000489,-11.1221158658516
1000490,-7.12136703486179
1000491,15.1621323038121
1000492,4.33446356530847
1000493,-24.0195157021173
1000494,-19.0712884393357
1000495,-12.3227702615076
1000496,4.00381009682306
1000497,-20.7292707324117
1000498,-6.50891907037536
1000499,-16.4593725864631
1000500,-12.2941674652154
1000501,8.44500341456973
1000502,-12.8601424965378
1000503,-2.52139721151581
1000504,-3.09562158973898
1000505,-1.43073664076904
1000506,3.12485760483466
1000507,-9.73415910178973
1000508,2.01160887885007
1000509,-7.94391917149158
1000510,-4.67196638994765
1000511,1.1401265526193
1000512,-4.04947736651673
1000513,0.0232555818376028
1000514,-25.0050549571813
1000515,-1.93651189392117
1000516,-13.1123558096773
1000517,0.543385936614927
1000518,-40.0276950246466
1000519,2.18637378484338
1000520,-16.556290215934
1000521,-8.50517505249296
1000522,-28.1841853149039
1000523,-19.8821094696064
1000524,-17.142757640415
1000525,9.15674682653353
1000526,-6.3161971452817
1000527,-8.69960842237427
1000528,-31.7994088925268
1000529,0.658757711052786
1000530,-19.1585468630033
1000531,-5.20352945627828
1000532,18.9395070020189
1000533,-16.9615187768728
1000534,11.0160205219886
1000535,-11.9769304944818
1000536,0.601579354767138
1000537,16.3328261903696
1000538,-7.21997935965271
1000539,7.14294154441991
1000540,-9.90550248489136
1000541,-6.30559968374876
1000542,2.66920729051541
1000543,-6.06546162996098
1000544,14.5967411418518
1000545,-15.4422611160424
1000546,6.62081469465714
1000547,1.25652154605908
1000548,-43.1458753355297
1000549,-1.65928773596718
1000550,-12.1296521351602
1000551,-12.4177634450162
1000552,-12.0548352707391
1000553,-10.1095586833115
1000554,-8.65743082513293
1000555,-11.8618406857116
1000556,-5.03547355284203
1000557,-6.50101939280137
1000558,-14.2490837133402
1000559,2.816027687416
1000560,6.27700298135332
1000561,-5.42295572317499
1000562,6.71333763583859
1000563,6.71116823797147
1000564,-10.904778689053
1000565,0.471794830105408
1000566,-7.87235944457364
1000567,12.3745307170515
1000568,-18.451780081067
1000569,13.1798247621878
1000570,-37.023332409535
1000571,-1.33476747952494
1000572,-4.09503928911458
1000573,-10.3177029427188
1000574,21.6812540353902
1000575,-0.32592525107663
1000576,-6.89504686266908
1000577,3.720689147497
1000578,-36.4873975009741
1000579,-25.112819546759
1000580,-15.7414624565471
1000581,-27.1177543867214
1000582,-16.1911038431693
1000583,-26.3978660461118
1000584,-4.13188426659228
1000585,-2.16246062721901
1000586,-1.71335792555921
1000587,-30.9995840564981
1000588,-13.095900198419
1000589,9.2605512043148
1000590,13.6855325360654
1000591,-14.8444943053747
1000592,9.42596876017417
1000593,-37.3704412879853
1000594,9.37533393953973
1000595,-19.4908474315401
1000596,-8.17028215405581
1000597,-4.86209316925328
1000598,-20.7300370279045
1000599,-9.32817788779889
1000600,-5.20661614651417
1000601,-13.5333241906353
1000602,-19.7813479263112
1000603,-15.5815151091743
1000604,-12.0007869546218
1000605,5.81972789008096
1000606,13.4506036281947
1000607,4.76109688052125
1000608,-54.028694051993
1000609,-7.12428767744072
1000610,-17.8551681137729
1000611,-14.9802944170013
1000612,-41.6495049188815
1000613,-19.4736280587949
1000614,-29.3220412655456
1000615,-7.85826588763654
1000616,-15.8317300899507
1000617,-2.63168085386043
1000618,12.406004640568
1000619,-16.2663635507146
1000620,-27.4265514393574
1000621,-12.2500558912044
1000622,-1.32161698338467
1000623,0.00320855072720372
1000624,8.62996071880279
1000625,2.63778539478565
1000626,-2.0129395016284
1000627,-28.8273598186883
1000628,24.26480068419
1000629,-7.72491562430739
1000630,-14.0164458353349
1000631,0.710330245604362
1000632,1.77392918080519
1000633,-1.14692051858226
1000634,-21.0270495233009
1000635,3.40761798805744
1000636,-9.96720473451298
1000637,-16.6813115829457
1000638,14.9952003048318
1000639,-17.0899899486438
1000640,-11.4489505187467
1000641,36.3231794192551
1000642,14.2294354820492
1000643,12.5940681530532
1000644,-6.31758409667464
1000645,-4.78407196113725
1000646,-5.33107888335926
1000647,-2.38070650783347
1000648,-7.6197765760494
1000649,-9.1179724920253
1000650,-19.9033753092312
1000651,13.3602458204977
1000652,-3.30761430076961
1000653,2.42449203114257
1000654,12.1361562727434
1000655,-27.0856915004339
1000656,-0.36190573927795
1000657,4.60615694827371
1000658,5.78595553324769
1000659,-17.0761444085833
1000660,-19.8416146063763
1000661,-11.5146688967192
1000662,28.7471598892459
1000663,7.16366147649627
1000664,-3.67847678284262
1000665,-15.488729672188
1000666,9.90581273679304
1000667,-0.858532649072839
1000668,-7.14989627223205
1000669,-14.5886000761072
1000670,-5.76378184301065
1000671,-2.7375449997299
1000672,-16.5153114501759
1000673,12.4729118707052
1000674,-9.31629598482399
1000675,-18.6523316280492
1000676,-22.1024637906865
1000677,-3.52424138861256
1000678,-13.6935123222686
1000679,8.1683801312347
1000680,-18.5349708995728
1000681,-24.4402156503263
1000682,-31.4630383331436
1000683,-14.8788852640641
1000684,-18.0545265780632
1000685,-37.1902366273462
1000686,17.4719572229704
1000687,-0.561056490837472
1000688,-27.7338032299536
1000689,21.7299383498072
1000690,-7.82523155952755
1000691,1.38166151508389
1000692,-8.25913543257858
1000693,-15.5603614666393
1000694,-15.7300917865587
1000695,-11.0075319937753
1000696,-7.42952953537425
1000697,-12.4491911825998
1000698,-19.5530573156795
1000699,4.445933000187
1000700,10.2241131781377
1000701,-12.5072666554238
1000702,-14.8013686626693
1000703,-34.7947187337069
1000704,-9.8783714830631
1000705,-20.6363592790533
1000706,-15.3134300602274
1000707,6.55478361918769
1000708,2.84193546578077
1000709,-13.5569091543409
1000710,-20.471515132257
1000711,-15.2007791809449
1000712,7.35637061639412
1000713,-1.61934217602522
1000714,-2.52450931306445
1000715,17.6183657811696
1000716,-19.8879785107378
1000717,-3.52423612416667
1000718,4.66130581606964
1000719,-8.17518309796806
1000720,2.22546677684034
1000721,-8.72625074367825
1000722,-23.382480459411
1000723,-11.180293161981
1000724,-28.3699281825622
1000725,-13.4354387419699
1000726,-23.8151666310567
1000727,4.33192641689705
1000728,6.80172105252641
1000729,-17.1295650972621
1000730,-6.76337163477278
1000731,-2.31552728393458
1000732,-10.4928803682757
1000733,-11.0125983474957
1000734,-2.55588722688974
1000735,-7.15721155464581
1000736,10.6956936986405
1000737,6.95667546217777
1000738,24.8902235080241
1000739,-26.7675908380539
1000740,4.9583094979692
1000741,-3.63204767557771
1000742,-24.3619010757156
1000743,-29.3885191846396
1000744,8.39181997727288
1000745,-18.5883120963395
1000746,10.3459639244592
1000747,14.2232738933397
1000748,-19.4809240494874
1000749,-51.2493805306226
1000750,-14.2610068640865
1000751,3.20699591193215
1000752,-6.27470086158924
1000753,8.93662217967598
1000754,-3.58112569966624
1000755,-6.20781545097691
1000756,-4.05953686011316
1000757,-24.2804633810152
1000758,-6.70495572958195
1000759,-22.6923071242437
1000760,-21.2365128188403
1000761,1.35506668939056
1000762,-13.2541063620134
1000763,-14.3400318979383
1000764,23.9888976626449
1000765,-30.3049093066824
1000766,1.76424006934495
1000767,-16.6714116142609
1000768,-14.7389388082414
1000769,-26.6701912478557
1000770,-0.37829218113736
1000771,2.70561744788985
1000772,-17.3615541072441
1000773,1.56346461929716
1000774,-1.24948244990101
1000775,-29.8696020349334
1000776,-3.11238862464046
1000777,1.09245161976013
1000778,-21.6269161279104
1000779,-5.25597197384714
1000780,-9.67661648630731
1000781,-4.65267476584591
1000782,17.3766757752347
1000783,-2.81371404472319
1000784,11.9700960837976
1000785,-13.7822433739995
1000786,-0.226106724474751
1000787,-19.2504281093409
1000788,11.4675500587306
1000789,-20.8090038698027
1000790,-7.16472619969771
1000791,-21.2227686286311
1000792,-10.3314909497324
1000793,-4.91201263525424
1000794,-25.6880317588676
1000795,12.0689092071761
1000796,-28.4197793071579
1000797,-23.9548498511735
1000798,-14.6310449672504
1000799,-4.34069609185754
1000800,-11.0214111186103
1000801,0.526464428741798
1000802,20.7868322838173
1000803,-7.24794456207678
1000804,7.91409560341564
1000805,-0.914363810087105
1000806,15.6079080350308
1000807,-29.3261378607247
1000808,-7.05259110447179
1000809,-1.29668945721097
1000810,-15.3540242629181
1000811,-21.0968071172729
1000812,-5.03541826252537
1000813,7.926910547758
1000814,11.3578679795888
1000815,-5.44991940159276
1000816,4.74400616566821
1000817,-8.97720025279677
1000818,-8.81676641497503
1000819,-5.05637407929117
1000820,21.6894195438587
1000821,-11.862244095153
1000822,-6.9454244960188
1000823,-30.6493503681754
1000824,0.16467354712081
1000825,-17.5395404777785
1000826,32.6682193487359
1000827,-10.2989416255752
1000828,-13.5565716638585
1000829,-11.8240773556524
1000830,-15.4485304217084
1000831,-5.99702529190318
1000832,-1.31323674296716
1000833,-10.4975802359554
1000834,-21.3880788056951
1000835,-4.78459502942309
1000836,23.5961522024971
1000837,-10.0498159996359
1000838,-13.8467707125682
1000839,-5.54802512241699
1000840,5.35056277015299
1000841,6.98459025434756
1000842,7.82922171332523
1000843,2.30426825165322
1000844,-25.9346986676005
1000845,-5.13935975013533
1000846,-7.18592118979128
1000847,-20.4877962792905
1000848,-8.71194010372006
1000849,-1.84668551144985
1000850,14.6446933458194
1000851,-2.53633627366438
1000852,3.90122711536162
1000853,-33.3492517592046
1000854,8.22261991087446
1000855,-1.64197627521621
1000856,3.2215882094598
1000857,-12.377427295745
1000858,-38.5701884656995
1000859,-31.4453830115175
1000860,-7.01755931718016
1000861,-5.41804995698243
1000862,-22.1921298867411
1000863,-3.91619272821739
1000864,-13.2341746244706
1000865,-6.71424394983345
1000866,-11.4757328660311
1000867,-22.9956439460968
1000868,4.07540395081578
1000869,-8.07796154156533
1000870,-17.2311583645233
1000871,7.17141776537404
1000872,-10.141951622645
1000873,-0.616866496589142
1000874,-3.63315369836447
1000875,-30.3080725273825
1000876,3.4667854125921
1000877,-12.3967507810424
1000878,-7.81258220541875
1000879,-17.7170097838657
1000880,2.89189914723388
1000881,-0.58314233800351
1000882,26.5776278465113
1000883,10.9154562537159
1000884,-25.0245610370626
1000885,-14.5174542081034
1000886,-4.06981812851376
1000887,-21.9880427296551
1000888,14.6917721147216
1000889,1.21637971009845
1000890,-23.4330676166047
1000891,-21.2364904821075
1000892,8.81255807487664
1000893,-5.42269351324875
1000894,-11.4152710181168
1000895,-20.2500288017931
1000896,-4.64055430104585
1000897,-30.5822386749513
1000898,3.51179005528343
1000899,-1.95042230761493
1000900,-38.3573730581751
1000901,-10.9855876158309
1000902,-13.7054819184472
1000903,-2.08301043271221
1000904,11.1068463792279
1000905,-3.13073342193921
1000906,-4.20396150934421
1000907,-15.8226904271522
1000908,-20.9112950622136
1000909,-6.23295456967844
1000910,-28.6606411850905
1000911,-1.08213191068555
1000912,0.0708446435348842
1000913,-22.4445155978677
1000914,-10.0793517602877
1000915,-10.6493966402774
1000916,-5.39276904333713
1000917,4.33032906343566
1000918,-4.72053533733284
1000919,4.1132746993544
1000920,-3.40966045076315
1000921,-7.6391461735114
1000922,-11.9201511271398
1000923,-28.2586040618602
1000924,-25.3047548740357
1000925,11.6924361891396
1000926,19.9848286458874
1000927,-0.188787354271505
1000928,-9.72727979191114
1000929,-10.2326074935091
1000930,3.39427254918019
1000931,-5.1262832464974
1000932,-15.7346738073402
1000933,-14.8112335568595
1000934,13.8309897515512
1000935,-22.9871562133494
1000936,3.99118434473658
1000937,-15.9894318724693
1000938,0.685367387872429
1000939,13.2829629237026
1000940,6.27702962207591
1000941,-19.6271648356414
1000942,19.1251843637233
1000943,-17.0305121261375
1000944,-19.3891424204548
1000945,1.27000100236817
1000946,-4.95127637395058
1000947,-1.10653737890755
1000948,-17.7127727120116
1000949,-6.72244304713625
1000950,10.9255124667236
1000951,-4.21398045519859
1000952,-3.8818260063621
1000953,-16.2841089231617
1000954,-3.71625193466483
1000955,-19.7830687682235
1000956,4.45537875444185
1000957,-17.7770282044929
1000958,-4.42317562476209
1000959,-6.80607656751762
1000960,5.32771468219295
1000961,-18.7745583049613
1000962,-15.4753006422728
1000963,24.1842233449903
1000964,-9.3565780787384
1000965,0.741296205471476
1000966,18.416629089616
1000967,-1.04458461980329
1000968,-26.47142917688
1000969,-10.1439657557775
1000970,0.471540886734074
1000971,-7.60060987652363
1000972,-7.8951189539452
1000973,-13.9476293982109
1000974,-5.05021288534264
1000975,-16.1813790647754
1000976,-16.733637065475
1000977,-7.67873796138939
1000978,-13.744572394504
1000979,-27.6053855403272
1000980,-19.4183268613812
1000981,-13.5096515553078
1000982,8.83173712985974
1000983,-3.41318038618443
1000984,-7.09748421897684
1000985,1.55602020745746
1000986,-28.3373089028969
1000987,-20.2473600033532
1000988,-12.8727319048901
1000989,0.991167404713349
1000990,-18.7628347565123
1000991,-13.3422771290351
1000992,-32.30329165903
1000993,-18.9209685823387
1000994,-32.6089945425562
1000995,-4.71725387181306
1000996,-30.8895429847158
1000997,-35.6099399399763
1000998,4.23954494805585
1000999,4.64640546126111
1001000,-22.4138716962703
1001001,-0.150684856041345
1001002,-0.878724722326111
1001003,-14.9176191928503
1001004,-5.74286356520182
1001005,-13.17422943243
1001006,5.85714727009234
1001007,-22.810525895517
1001008,6.0052355372141
1001009,-13.1188979114602
1001010,-33.3097593960775
1001011,-15.5509158508223
1001012,-1.66387832312735
1001013,-7.51368001358694
1001014,-24.3067572427628
1001015,2.48361114990763
1001016,-20.1177650678496
1001017,-1.93803964708854
1001018,0.438553901090961
1001019,6.42688695992987
1001020,-10.1274198275617
1001021,-6.30389206883974
1001022,16.467225824688
1001023,24.2038122373777
1001024,-18.9879935657043
1001025,-6.70930579513664
1001026,-10.5197098935215
1001027,2.65834522623673
1001028,-35.9825179666967
1001029,-6.4087692100413
1001030,-5.74849365161026
1001031,-23.5684011485261
1001032,-14.8878470978725
1001033,-1.74151039699218
1001034,-21.8713865086104
1001035,14.9294067135547
1001036,-5.95323858262848
1001037,-5.57910106703124
1001038,-16.5969213298136
1001039,23.7689902605378
1001040,4.41094435385226
1001041,-21.0109170299867
1001042,19.1385569046876
1001043,-14.3212800009906
1001044,-8.46523777015549
1001045,-20.3067645908794
1001046,0.346484388588419
1001047,-4.25477450471659
1001048,3.59690029088042
1001049,-15.9694974761833
1001050,-23.3235690374861
1001051,-10.4705800292773
1001052,-18.9516287302274
1001053,-31.2016154627905
1001054,-19.2097845653748
1001055,3.54638282701837
1001056,-5.8641566721517
1001057,-18.4345808319458
1001058,3.62758823440738
1001059,-5.55762294702515
1001060,-25.6776326001771
1001061,-11.0391223607704
1001062,-18.147729306739
1001063,-11.6121298506553
1001064,6.35859942014312
1001065,-4.38806906027221
1001066,16.8067301096572
1001067,-6.83427483186618
1001068,25.1633933892094
1001069,-13.500981912746
1001070,-14.655404141585
1001071,-4.41471001478915
1001072,-10.5318114656293
1001073,-21.7207883531944
1001074,-18.1365850906114
1001075,-2.8745864803131
1001076,10.3138702616653
1001077,-17.1028146309394
1001078,0.579151590618713
1001079,-11.7371770414229
1001080,-13.1255883943679
1001081,16.8647895692965
1001082,7.33448538383918
1001083,-8.75201873624496
1001084,-3.15282355901514
1001085,9.53346354260539
1001086,-4.39097808654242
1001087,-25.3777602735891
1001088,9.11271114521022
1001089,4.87838783410597
1001090,-10.8027068193046
1001091,24.5538512798474
1001092,0.989731995547258
1001093,10.0520917574512
1001094,-25.0428455455526
1001095,-16.5707057378045
1001096,6.84486171303487
1001097,15.0054278023228
1001098,1.61638624031228
1001099,-24.4943366491974
1001100,-27.6371962252174
1001101,-5.73914283435424
1001102,-3.3507253839171
1001103,-8.21929394180673
1001104,-5.75018106935607
1001105,-15.5669807375816
1001106,-5.6159973102847
1001107,-5.80620695421206
